Location,temperature_mean,temperature_std,temperature_min,temperature_max,humidity_mean,humidity_std,humidity_min,humidity_max,co2_mean,co2_std,co2_min,co2_max,pir_mean,pir_std,pir_min,pir_max,light_mean,light_std,light_min,light_max,CO2_Rank,Humidity_Rank,Light_Rank,Temperature_Rank,PIR_Rank,description
TY-1308,21.438300237329887,1.5454898109842314,18.8,27.0,31.569892150088624,11.484154833106052,6,69,535.1407155946766,201.4850627564584,308,3102,4.673536215339322,6.623403520465876,0,29,129.614173701445,154.1082583104562,1,2283,Good,Good,Dim,Comfortable,Occupied,"The room TY-1308 has a mean temperature of 21.438300237329887°C with a standard deviation of 1.5454898109842314°C, ranging from 18.8°C to 27.0°C. The average humidity is 31.569892150088624% with a standard deviation of 11.484154833106052%, ranging from 6% to 69%. The average CO2 level is 535.1407155946766 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-1309,21.543662702043303,1.4364577412301243,18.4,26.8,31.78847209515096,11.749667151372515,6,75,540.2320829521195,199.96364638409702,308,3027,4.1621225983531565,6.1155528341288505,0,28,108.17764562366575,131.21013858332108,1,1841,Good,Good,Dim,Comfortable,Occupied,"The room TY-1309 has a mean temperature of 21.543662702043303°C with a standard deviation of 1.4364577412301243°C, ranging from 18.4°C to 26.8°C. The average humidity is 31.78847209515096% with a standard deviation of 11.749667151372515%, ranging from 6% to 75%. The average CO2 level is 540.2320829521195 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-1310,21.352401391021022,1.3643713890806528,19.1,26.3,31.471004730724648,11.884560391646142,6,69,498.9923556502397,185.70102580792016,286,2754,2.4621072088724585,4.215094952804101,0,28,66.3939659763777,89.5898674366844,2,2346,Good,Good,Dark,Comfortable,Occupied,"The room TY-1310 has a mean temperature of 21.352401391021022°C with a standard deviation of 1.3643713890806528°C, ranging from 19.1°C to 26.3°C. The average humidity is 31.471004730724648% with a standard deviation of 11.884560391646142%, ranging from 6% to 69%. The average CO2 level is 498.9923556502397 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1311,21.377485222998388,1.2994704651636046,18.9,26.0,31.247305370294274,11.88608514994086,6,70,564.3999114960332,190.5849129996513,331,2775,1.7890444732433544,3.454809513601204,0,26,28.922179726269874,46.246360881214514,1,2331,Good,Good,Dark,Comfortable,Occupied,"The room TY-1311 has a mean temperature of 21.377485222998388°C with a standard deviation of 1.2994704651636046°C, ranging from 18.9°C to 26.0°C. The average humidity is 31.247305370294274% with a standard deviation of 11.88608514994086%, ranging from 6% to 70%. The average CO2 level is 564.3999114960332 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1408,21.231011087728113,1.5018405254800888,16.7,27.5,30.75585011150548,11.30348300068948,6,68,647.730093915884,1557.9450480362316,0,65533,4.65028111945221,6.5639408474769425,0,29,103.89044193862487,120.28337461173638,1,2363,Average,Good,Dim,Comfortable,Occupied,"The room TY-1408 has a mean temperature of 21.231011087728113°C with a standard deviation of 1.5018405254800888°C, ranging from 16.7°C to 27.5°C. The average humidity is 30.75585011150548% with a standard deviation of 11.30348300068948%, ranging from 6% to 68%. The average CO2 level is 647.730093915884 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-1409,21.6421899728269,1.2911143341867932,17.9,26.9,31.81274448326316,11.879047227750828,6,73,545.1560512407059,210.5215601681559,345,3136,3.9650332945146167,5.895536237452057,0,28,80.60363104302905,103.62393771222541,1,2253,Good,Good,Dark,Comfortable,Occupied,"The room TY-1409 has a mean temperature of 21.6421899728269°C with a standard deviation of 1.2911143341867932°C, ranging from 17.9°C to 26.9°C. The average humidity is 31.81274448326316% with a standard deviation of 11.879047227750828%, ranging from 6% to 73%. The average CO2 level is 545.1560512407059 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1502,21.48173006216993,1.5085170468318885,19.0,27.4,30.62748178354168,11.19949383295676,6,68,497.821311584999,193.14591187523587,295,3012,3.9630322882545626,6.105694918344639,0,29,87.46279831539542,122.77590993234749,1,2320,Good,Good,Dark,Comfortable,Occupied,"The room TY-1502 has a mean temperature of 21.48173006216993°C with a standard deviation of 1.5085170468318885°C, ranging from 19.0°C to 27.4°C. The average humidity is 30.62748178354168% with a standard deviation of 11.19949383295676%, ranging from 6% to 68%. The average CO2 level is 497.821311584999 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1503,21.571251230275898,1.5056872750805783,19.1,27.4,30.847064799822206,11.248405061694438,6,67,573.2315458615107,195.74635392629807,342,3132,2.721465536400292,4.661460817487686,0,28,61.837444836016125,128.1849664637153,1,2292,Good,Good,Dark,Comfortable,Occupied,"The room TY-1503 has a mean temperature of 21.571251230275898°C with a standard deviation of 1.5056872750805783°C, ranging from 19.1°C to 27.4°C. The average humidity is 30.847064799822206% with a standard deviation of 11.248405061694438%, ranging from 6% to 67%. The average CO2 level is 573.2315458615107 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1504,21.42014346457204,1.526446499997758,19.1,26.9,31.044921938394626,11.342625310022738,6,69,459.5934954071862,191.14209073065493,228,2970,0.923561297023597,2.0621745421592257,0,29,71.88279398876952,172.67536442073387,1,2337,Good,Good,Dark,Comfortable,Free,"The room TY-1504 has a mean temperature of 21.42014346457204°C with a standard deviation of 1.526446499997758°C, ranging from 19.1°C to 26.9°C. The average humidity is 31.044921938394626% with a standard deviation of 11.342625310022738%, ranging from 6% to 69%. The average CO2 level is 459.5934954071862 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Free for occupancy."
TY-1505,21.418767598328344,1.5543854303041094,19.0,27.2,31.99128604878627,11.408765125708879,6,69,541.3944693085153,197.92966957854495,307,3124,0.7827440054536293,1.7971852235109471,0,29,102.79104300660956,232.19502934246682,0,2289,Good,Good,Dim,Comfortable,Free,"The room TY-1505 has a mean temperature of 21.418767598328344°C with a standard deviation of 1.5543854303041094°C, ranging from 19.0°C to 27.2°C. The average humidity is 31.99128604878627% with a standard deviation of 11.408765125708879%, ranging from 6% to 69%. The average CO2 level is 541.3944693085153 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Free for occupancy."
TY-1506,21.3277198792247,1.5478941787288654,19.0,27.2,31.259959092237263,11.392292774532425,6,69,557.9818512385962,202.1714075104782,318,3189,0.935554040453232,2.0812324237415534,0,29,93.81286321872666,205.384086921324,0,2288,Good,Good,Dark,Comfortable,Free,"The room TY-1506 has a mean temperature of 21.3277198792247°C with a standard deviation of 1.5478941787288654°C, ranging from 19.0°C to 27.2°C. The average humidity is 31.259959092237263% with a standard deviation of 11.392292774532425%, ranging from 6% to 69%. The average CO2 level is 557.9818512385962 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Free for occupancy."
TY-1507,21.300767547440962,1.5352119986084471,18.9,27.0,30.997648365287258,11.337016966849529,6,69,606.9300388672959,216.76918902042468,375,3339,0.6464709148512264,1.5933356067817173,0,29,102.8010255740275,196.07423465468537,1,2354,Average,Good,Dim,Comfortable,Free,"The room TY-1507 has a mean temperature of 21.300767547440962°C with a standard deviation of 1.5352119986084471°C, ranging from 18.9°C to 27.0°C. The average humidity is 30.997648365287258% with a standard deviation of 11.337016966849529%, ranging from 6% to 69%. The average CO2 level is 606.9300388672959 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Free for occupancy."
TY-1508,21.504478177262396,1.3850244186279652,19.2,26.5,31.599353184546356,11.659567137395642,6,69,578.3462210826875,214.15343871511098,352,3247,4.287949420196958,6.215924728156398,0,29,102.65800361284307,114.93322729562215,0,2268,Good,Good,Dim,Comfortable,Occupied,"The room TY-1508 has a mean temperature of 21.504478177262396°C with a standard deviation of 1.3850244186279652°C, ranging from 19.2°C to 26.5°C. The average humidity is 31.599353184546356% with a standard deviation of 11.659567137395642%, ranging from 6% to 69%. The average CO2 level is 578.3462210826875 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-1509,21.639473768960745,1.1953213543400032,18.5,26.7,31.255708350777752,11.862122122377986,6,74,597.9532704260732,220.93974223831776,338,3264,3.8225822034717076,5.762038033386616,0,27,68.73862355479694,88.15588788641705,0,2331,Good,Good,Dark,Comfortable,Occupied,"The room TY-1509 has a mean temperature of 21.639473768960745°C with a standard deviation of 1.1953213543400032°C, ranging from 18.5°C to 26.7°C. The average humidity is 31.255708350777752% with a standard deviation of 11.862122122377986%, ranging from 6% to 74%. The average CO2 level is 597.9532704260732 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1602,21.559060226751427,1.3770875843147368,19.4,26.7,30.657284225702863,11.372923983379588,6,68,551.7704633331149,194.73827582398866,330,3077,4.061045940100924,6.235452043656016,0,29,68.03162068287568,74.24477276278724,1,2308,Good,Good,Dark,Comfortable,Occupied,"The room TY-1602 has a mean temperature of 21.559060226751427°C with a standard deviation of 1.3770875843147368°C, ranging from 19.4°C to 26.7°C. The average humidity is 30.657284225702863% with a standard deviation of 11.372923983379588%, ranging from 6% to 68%. The average CO2 level is 551.7704633331149 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1603,21.9548631159781,64.77768276910116,0.0,6508.6,30.598274431723908,11.959069249000821,0,100,1167.5934959349593,6533.245967702788,277,65535,0.8973618715778995,1.9751017077901822,0,29,31.33346606935457,67.46695490852031,0,2337,Hazardous,Good,Dark,Comfortable,Free,"The room TY-1603 has a mean temperature of 21.9548631159781°C with a standard deviation of 64.77768276910116°C, ranging from 0.0°C to 6508.6°C. The average humidity is 30.598274431723908% with a standard deviation of 11.959069249000821%, ranging from 0% to 100%. The average CO2 level is 1167.5934959349593 ppm, and the room is generally considered Hazardous for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Free for occupancy."
TY-1604,21.472508914100487,1.3912173032807251,19.3,26.6,31.1219773095624,11.531400261016778,6,69,523.3693030794166,203.10828406761343,287,3051,0.8441491085899514,1.852433682648577,0,28,47.75163695299838,110.27874751642825,1,2357,Good,Good,Dark,Comfortable,Free,"The room TY-1604 has a mean temperature of 21.472508914100487°C with a standard deviation of 1.3912173032807251°C, ranging from 19.3°C to 26.6°C. The average humidity is 31.1219773095624% with a standard deviation of 11.531400261016778%, ranging from 6% to 69%. The average CO2 level is 523.3693030794166 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Free for occupancy."
TY-1605,21.33167206740117,1.440600290853728,19.1,26.5,30.972099805573556,11.627130106222918,6,70,767.6336357744653,229.5406487379862,476,3651,0.8535968891769281,1.950408791421365,0,29,65.67213220998056,142.55840652858447,1,2276,Average,Good,Dark,Comfortable,Free,"The room TY-1605 has a mean temperature of 21.33167206740117°C with a standard deviation of 1.440600290853728°C, ranging from 19.1°C to 26.5°C. The average humidity is 30.972099805573556% with a standard deviation of 11.627130106222918%, ranging from 6% to 70%. The average CO2 level is 767.6336357744653 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Free for occupancy."
TY-1606,21.426407932196735,1.4020434349659203,19.2,26.5,30.810759514382013,11.567051022580447,5,70,515.7484210870774,201.21611285943925,295,3223,0.7348735233482772,1.7335988731216108,0,28,92.62613305409208,172.14892874327322,1,2355,Good,Good,Dark,Comfortable,Free,"The room TY-1606 has a mean temperature of 21.426407932196735°C with a standard deviation of 1.4020434349659203°C, ranging from 19.2°C to 26.5°C. The average humidity is 30.810759514382013% with a standard deviation of 11.567051022580447%, ranging from 5% to 70%. The average CO2 level is 515.7484210870774 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Free for occupancy."
TY-1607,21.50585020373844,1.3544416557272658,19.2,26.3,31.08016945863786,11.597789624113682,6,69,625.199890045922,225.14417944674466,374,3401,2.189056335295259,3.902679055282396,0,28,67.29894573442856,91.9290279005807,1,2304,Average,Good,Dark,Comfortable,Occupied,"The room TY-1607 has a mean temperature of 21.50585020373844°C with a standard deviation of 1.3544416557272658°C, ranging from 19.2°C to 26.3°C. The average humidity is 31.08016945863786% with a standard deviation of 11.597789624113682%, ranging from 6% to 69%. The average CO2 level is 625.199890045922 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1608,21.560779928036567,1.2681531647499047,19.4,26.1,31.010113780025286,11.677797002543716,6,68,657.2591980291095,234.30847489156002,438,3462,4.227365554799183,6.173261410669228,0,29,89.77649194463353,96.86515575600743,0,2306,Average,Good,Dark,Comfortable,Occupied,"The room TY-1608 has a mean temperature of 21.560779928036567°C with a standard deviation of 1.2681531647499047°C, ranging from 19.4°C to 26.1°C. The average humidity is 31.010113780025286% with a standard deviation of 11.677797002543716%, ranging from 6% to 68%. The average CO2 level is 657.2591980291095 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1609,21.71921910886541,1.1714512261959786,18.0,26.8,31.009186954524576,11.827364250190417,6,76,344.2291226458429,199.7101574450343,148,2741,3.845230439442658,5.7390098705389105,0,27,52.24170877354157,61.94816706313517,2,2116,Good,Good,Dark,Comfortable,Occupied,"The room TY-1609 has a mean temperature of 21.71921910886541°C with a standard deviation of 1.1714512261959786°C, ranging from 18.0°C to 26.8°C. The average humidity is 31.009186954524576% with a standard deviation of 11.827364250190417%, ranging from 6% to 76%. The average CO2 level is 344.2291226458429 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1701,21.60403122733082,1.2933191544987686,19.4,26.5,30.57518394417769,11.609848105488846,6,69,614.1027669349546,206.52410880884796,407,3236,3.6406093474731422,5.651749493596574,0,28,88.69439358872499,68.65993385669681,1,2314,Average,Good,Dark,Comfortable,Occupied,"The room TY-1701 has a mean temperature of 21.60403122733082°C with a standard deviation of 1.2933191544987686°C, ranging from 19.4°C to 26.5°C. The average humidity is 30.57518394417769% with a standard deviation of 11.609848105488846%, ranging from 6% to 69%. The average CO2 level is 614.1027669349546 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1702,21.639006748572417,1.3006207618233125,19.5,26.4,31.320366845474997,11.405795766400434,6,69,529.8232220107285,205.56318187399714,312,3152,3.8391763280844438,5.785994660782048,0,28,81.14206610140162,63.337511273169625,0,2299,Good,Good,Dark,Comfortable,Occupied,"The room TY-1702 has a mean temperature of 21.639006748572417°C with a standard deviation of 1.3006207618233125°C, ranging from 19.5°C to 26.4°C. The average humidity is 31.320366845474997% with a standard deviation of 11.405795766400434%, ranging from 6% to 69%. The average CO2 level is 529.8232220107285 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1703,21.537566323482903,1.3402281650211523,19.4,26.4,31.085596823500474,11.407555273351415,7,69,558.9286693137497,219.5068930536449,308,3175,0.6759548824624899,1.6712109241042004,0,28,24.850592079834147,58.2597658799384,0,2347,Good,Good,Dark,Comfortable,Free,"The room TY-1703 has a mean temperature of 21.537566323482903°C with a standard deviation of 1.3402281650211523°C, ranging from 19.4°C to 26.4°C. The average humidity is 31.085596823500474% with a standard deviation of 11.407555273351415%, ranging from 7% to 69%. The average CO2 level is 558.9286693137497 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Free for occupancy."
TY-1704,21.519370535252097,1.407283615396524,19.3,26.4,31.09010594609518,11.535676979096381,6,69,522.4854539807434,438.4294825533092,306,65533,0.6553818545743175,1.5916315873582152,0,26,36.71843185975084,74.57519757977242,1,2279,Good,Good,Dark,Comfortable,Free,"The room TY-1704 has a mean temperature of 21.519370535252097°C with a standard deviation of 1.407283615396524°C, ranging from 19.3°C to 26.4°C. The average humidity is 31.09010594609518% with a standard deviation of 11.535676979096381%, ranging from 6% to 69%. The average CO2 level is 522.4854539807434 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Free for occupancy."
TY-1705,21.518225443149547,1.3718513741327525,19.3,26.4,30.72402311232984,11.403710930603168,6,68,423.20448535892666,206.17178076319504,204,2940,2.607873861521888,4.252723233134633,0,28,58.98162112754219,64.7011801182432,1,2301,Good,Good,Dark,Comfortable,Occupied,"The room TY-1705 has a mean temperature of 21.518225443149547°C with a standard deviation of 1.3718513741327525°C, ranging from 19.3°C to 26.4°C. The average humidity is 30.72402311232984% with a standard deviation of 11.403710930603168%, ranging from 6% to 68%. The average CO2 level is 423.20448535892666 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1706,21.632150320304202,1.3004370747108212,19.4,26.2,30.531396663355142,11.495956026621531,6,69,569.1449761912918,231.31835341274297,316,3308,2.5396526326607516,4.202259837062371,0,28,61.1913946079271,64.9566212746987,1,2295,Good,Good,Dark,Comfortable,Occupied,"The room TY-1706 has a mean temperature of 21.632150320304202°C with a standard deviation of 1.3004370747108212°C, ranging from 19.4°C to 26.2°C. The average humidity is 30.531396663355142% with a standard deviation of 11.495956026621531%, ranging from 6% to 69%. The average CO2 level is 569.1449761912918 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1707,21.682591133662704,1.2589889948448907,19.3,26.1,30.927493657364135,11.557273600078087,6,67,573.8401321938844,227.44680840968775,349,3332,2.614634797703298,4.288313100434782,0,29,54.75383896381359,57.528303922901095,1,1129,Good,Good,Dark,Comfortable,Occupied,"The room TY-1707 has a mean temperature of 21.682591133662704°C with a standard deviation of 1.2589889948448907°C, ranging from 19.3°C to 26.1°C. The average humidity is 30.927493657364135% with a standard deviation of 11.557273600078087%, ranging from 6% to 67%. The average CO2 level is 573.8401321938844 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1708,21.653479257315578,1.245278107971342,19.3,26.1,30.858903245092502,11.69452274015563,6,68,528.8107749028466,222.86336014035982,277,3135,4.716212176570233,6.662876159369472,0,28,78.40914073139137,82.814873875602,0,2327,Good,Good,Dark,Comfortable,Occupied,"The room TY-1708 has a mean temperature of 21.653479257315578°C with a standard deviation of 1.245278107971342°C, ranging from 19.3°C to 26.1°C. The average humidity is 30.858903245092502% with a standard deviation of 11.69452274015563%, ranging from 6% to 68%. The average CO2 level is 528.8107749028466 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1709,21.853946585575464,1.1948498405503087,17.7,26.4,30.97973821643419,11.801295303348304,6,78,627.7346466582932,227.97251011218907,341,3289,4.178158260064785,6.1371399738327606,0,28,59.69683347656508,68.31279382207056,1,2136,Average,Good,Dark,Comfortable,Occupied,"The room TY-1709 has a mean temperature of 21.853946585575464°C with a standard deviation of 1.1948498405503087°C, ranging from 17.7°C to 26.4°C. The average humidity is 30.97973821643419% with a standard deviation of 11.801295303348304%, ranging from 6% to 78%. The average CO2 level is 627.7346466582932 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1802,21.418295432830114,1.0794818182275414,17.2,26.2,30.202331358685267,11.568539163235641,6,69,567.4273265813109,228.64340432057347,348,3168,3.8288935600993694,5.552321481079132,0,29,127.79908274412384,101.41601652430833,1,2347,Good,Good,Dim,Comfortable,Occupied,"The room TY-1802 has a mean temperature of 21.418295432830114°C with a standard deviation of 1.0794818182275414°C, ranging from 17.2°C to 26.2°C. The average humidity is 30.202331358685267% with a standard deviation of 11.568539163235641%, ranging from 6% to 69%. The average CO2 level is 567.4273265813109 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-1803,21.42380527540729,1.0812641983668714,17.3,26.2,29.962412723041115,11.441407187834136,7,69,606.5165244375485,223.93799275668135,369,3191,3.1136152055857256,4.840848198708296,0,28,84.32746314972847,78.70241839018378,1,2314,Average,Average,Dark,Comfortable,Occupied,"The room TY-1803 has a mean temperature of 21.42380527540729°C with a standard deviation of 1.0812641983668714°C, ranging from 17.3°C to 26.2°C. The average humidity is 29.962412723041115% with a standard deviation of 11.441407187834136%, ranging from 7% to 69%. The average CO2 level is 606.5165244375485 ppm, and the room is generally considered Average for CO2 levels, Average for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1804,21.51738644153408,1.0922665920217454,17.2,26.3,29.554569397842478,11.39282181310337,7,67,535.9574268499476,243.52710747863765,279,3288,2.7463650467222283,4.314492029597621,0,28,97.49680701374608,90.1332180950198,1,2308,Good,Average,Dark,Comfortable,Occupied,"The room TY-1804 has a mean temperature of 21.51738644153408°C with a standard deviation of 1.0922665920217454°C, ranging from 17.2°C to 26.3°C. The average humidity is 29.554569397842478% with a standard deviation of 11.39282181310337%, ranging from 7% to 67%. The average CO2 level is 535.9574268499476 ppm, and the room is generally considered Good for CO2 levels, Average for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1805,21.46753474121895,1.1179633985656683,17.3,26.3,29.81971039865777,11.218841733972903,7,67,624.2532735164314,245.35143229820684,345,3321,2.957179851916694,4.587848737513521,0,28,88.27767443556917,81.10622249146789,0,2344,Average,Average,Dark,Comfortable,Occupied,"The room TY-1805 has a mean temperature of 21.46753474121895°C with a standard deviation of 1.1179633985656683°C, ranging from 17.3°C to 26.3°C. The average humidity is 29.81971039865777% with a standard deviation of 11.218841733972903%, ranging from 7% to 67%. The average CO2 level is 624.2532735164314 ppm, and the room is generally considered Average for CO2 levels, Average for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1807,21.729054978802953,1.2031711690969442,19.5,26.2,31.044530493707647,11.544523581058987,7,67,465.5026871849651,224.80116947566336,231,3215,2.629435524251427,4.300872989395805,0,28,52.943485662783324,59.96471325204086,1,1082,Good,Good,Dark,Comfortable,Occupied,"The room TY-1807 has a mean temperature of 21.729054978802953°C with a standard deviation of 1.2031711690969442°C, ranging from 19.5°C to 26.2°C. The average humidity is 31.044530493707647% with a standard deviation of 11.544523581058987%, ranging from 7% to 67%. The average CO2 level is 465.5026871849651 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1808,21.757184137106417,1.1983937621799652,19.4,26.2,31.251926398299457,11.578135204318478,7,67,583.3590075727382,235.07984850709227,321,3667,4.203434303175236,6.165143961245158,0,28,65.19526371728445,67.38375620044758,0,1117,Good,Good,Dark,Comfortable,Occupied,"The room TY-1808 has a mean temperature of 21.757184137106417°C with a standard deviation of 1.1983937621799652°C, ranging from 19.4°C to 26.2°C. The average humidity is 31.251926398299457% with a standard deviation of 11.578135204318478%, ranging from 7% to 67%. The average CO2 level is 583.3590075727382 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1809,21.927206548466415,1.1538610047770828,17.5,25.9,31.158276174453217,11.883132713058037,6,81,216.75883266468227,184.6737870432201,23,2390,4.527436262456322,6.49185879115183,0,27,80.56499935291833,83.36312513589652,1,2187,Good,Good,Dark,Comfortable,Occupied,"The room TY-1809 has a mean temperature of 21.927206548466415°C with a standard deviation of 1.1538610047770828°C, ranging from 17.5°C to 25.9°C. The average humidity is 31.158276174453217% with a standard deviation of 11.883132713058037%, ranging from 6% to 81%. The average CO2 level is 216.75883266468227 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1810,21.94841159045252,1.1002106048960933,19.5,26.0,31.09373829548163,11.952480338657775,6,68,578.9861078007423,232.85963041113519,321,3223,3.794613367836835,5.831387246726824,0,27,28.295345432258504,34.69828125918266,0,1131,Good,Good,Dark,Comfortable,Occupied,"The room TY-1810 has a mean temperature of 21.94841159045252°C with a standard deviation of 1.1002106048960933°C, ranging from 19.5°C to 26.0°C. The average humidity is 31.09373829548163% with a standard deviation of 11.952480338657775%, ranging from 6% to 68%. The average CO2 level is 578.9861078007423 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1811,22.0036730418328,1.0662799916807184,19.5,26.2,30.32547137933365,11.914601483300725,6,68,614.1371899709401,229.95589008491052,391,3270,3.412718794350206,6.3098854104231545,0,28,26.82067310941407,31.723884847331604,1,1137,Average,Good,Dark,Comfortable,Occupied,"The room TY-1811 has a mean temperature of 22.0036730418328°C with a standard deviation of 1.0662799916807184°C, ranging from 19.5°C to 26.2°C. The average humidity is 30.32547137933365% with a standard deviation of 11.914601483300725%, ranging from 6% to 68%. The average CO2 level is 614.1371899709401 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1812,22.014525851675792,1.0612477536552343,19.6,26.0,30.6393165926079,11.994300926000324,6,69,520.199097516448,225.17661099466125,274,3075,2.2876924666735556,4.60062297343047,0,26,23.937170610726465,29.52502946259797,1,1160,Good,Good,Dark,Comfortable,Occupied,"The room TY-1812 has a mean temperature of 22.014525851675792°C with a standard deviation of 1.0612477536552343°C, ranging from 19.6°C to 26.0°C. The average humidity is 30.6393165926079% with a standard deviation of 11.994300926000324%, ranging from 6% to 69%. The average CO2 level is 520.199097516448 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1813,21.977385864051406,1.071974544300933,19.6,25.7,30.124281366249576,11.906904185212545,6,68,509.9314846127832,220.85803818012582,246,3028,2.3756171795738923,4.749788028920361,0,27,18.53141697666554,27.025368963419222,0,2277,Good,Good,Dark,Comfortable,Occupied,"The room TY-1813 has a mean temperature of 21.977385864051406°C with a standard deviation of 1.071974544300933°C, ranging from 19.6°C to 25.7°C. The average humidity is 30.124281366249576% with a standard deviation of 11.906904185212545%, ranging from 6% to 68%. The average CO2 level is 509.9314846127832 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-1902,21.465894375536312,1.0707451720119168,17.8,26.1,29.915477026289103,11.37486692505631,6,68,1268.5626023870816,9026.377718146547,0,65535,2.8275606521569547,4.51253988055767,0,29,108.68102036040253,112.38666846128046,1,2388,Hazardous,Average,Dim,Comfortable,Occupied,"The room TY-1902 has a mean temperature of 21.465894375536312°C with a standard deviation of 1.0707451720119168°C, ranging from 17.8°C to 26.1°C. The average humidity is 29.915477026289103% with a standard deviation of 11.37486692505631%, ranging from 6% to 68%. The average CO2 level is 1268.5626023870816 ppm, and the room is generally considered Hazardous for CO2 levels, Average for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
